/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013182/s001_2015_10_07/00013182_s001_t000.edf,1305
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t008.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t002.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t003.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t000.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t009.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t007.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t004.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t005.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t001.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t006.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s007_2015_09_04/00013145_s007_t010.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t006.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t007.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t002.edf,89
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t000.edf,25
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t004.edf,744
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t001.edf,186
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t003.edf,849
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t009.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t005.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s004_2015_09_01/00013145_s004_t008.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t008.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t009.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t004.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t001.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t007.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t003.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t005.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t006.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t000.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s005_2015_09_02/00013145_s005_t002.edf,300
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s006_2015_09_03/00013145_s006_t004.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s006_2015_09_03/00013145_s006_t006.edf,601
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s006_2015_09_03/00013145_s006_t002.edf,637
/home/ms994/v1.5.0/edf/train/01_tcp_ar/131/00013145/s006_2015_09_03/00013145_s006_t010.edf,300
